50,50000,250,0,0,0.0,nan
50,250,250,0,0,0.0,nan
50,250,250,0,0,0.0,nan
50,250,250,0,0,0.0,nan
50,500,500,0,0,0.0
50,750,500,0,0,0.0
50,7500,500,0,0,0.0
50,10000,500,0,0,0.0
50,2500,500,0,0,0.0
50,5000,500,0,0,0.0
50,5000,500,0,0,0.0
50,5000,500,0,0,0.14799999999999999
50,5000,500,0,0,0.59399999999999997
50,5000,500,0,0,0.66000000000000003
50,5000,500,0,0,0.56599999999999995
50,5000,500,0,0,0.53000000000000003
50,5000,500,0,0,0.45800000000000002
50,5000,500,0,0,0.35599999999999998
50,5000,500,0,0,0.45000000000000001
50,5000,500,0,0,0.02
50,5000,500,0,0,0.53600000000000003
50,5000,500,0,0,0.27400000000000002
50,5000,500,0,0,0.60199999999999998
50,5000,500,0,0,0.23000000000000001
50,5000,500,0,0,0.318
50,5000,500,0,0,0.63800000000000001
50,5000,500,0,0,0.45200000000000001
50,5000,500,0,0,0.59799999999999998
50,5000,500,0,0,0.63400000000000001
50,5000,500,0,0,0.40999999999999998
50,5000,500,0,0,0.55800000000000005
50,5000,500,0,0,0.39800000000000002
50,5000,500,4,10.0,0.0
50,7500,500,4,10.0,0.65800000000000003
50,7500,500,4,10.0,0.65000000000000002
50,7500,500,4,10.0,0.72199999999999998
50,7500,500,4,10.0,0.71599999999999997
50,7500,500,4,10.0,0.746
50,7500,500,4,10.0,0.0
50,7500,500,4,10.0,0.438
50,7500,500,4,10.0,0.64000000000000001
50,7500,500,4,10.0,0.69999999999999996
50,7500,500,4,10.0,0.73999999999999999
50,7500,500,4,10.0,0.66000000000000003
50,7500,500,4,10.0,0.70199999999999996
50,7500,500,4,10.0,0.66000000000000003
50,7500,500,4,10.0,0.31
50,7500,500,4,10.0,0.70199999999999996
50,7500,500,4,10.0,0.066000000000000003
50,7500,500,4,10.0,0.61399999999999999
50,7500,500,4,10.0,0.71999999999999997
50,7500,500,4,10.0,0.0
50,7500,500,4,10.0,0.67400000000000004
50,7500,500,4,10.0,0.0060000000000000001
50,7500,500,4,10.0,0.77800000000000002
50,7500,500,4,10.0,0.65800000000000003
50,7500,1000,4,10.0,0.71099999999999997
50,7500,1000,4,10.0,0.70899999999999996
50,7500,1000,4,10.0,0.68300000000000005
50,7500,1000,4,10.0,0.66800000000000004
50,7500,1000,4,10.0,0.70799999999999996
50,7500,1000,4,10.0,0.66400000000000003
50,7500,1000,4,10.0,0.71499999999999997
50,17500,1000,4,10.0,0.85199999999999998
50,50000,1000,4,10.0,0.95599999999999996
50,500000,1000,4,10.0,0.997
50,1000000,1000,4,10.0,0.997
50,2000000,1000,4,10.0,1.0
