0.001001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.009,0.018,0.035,0.044,0.07,0.107,0.13,0.128,0.121,0.109,0.093,0.055,0.039,0.022,0.012,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.006,0.007,0.014,0.042,0.045,0.095,0.098,0.117,0.135,0.109,0.094,0.087,0.067,0.03,0.029,0.014,0.008,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.003001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.005,0.008,0.015,0.037,0.049,0.088,0.105,0.128,0.1,0.126,0.112,0.082,0.061,0.041,0.025,0.009,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.006,0.012,0.024,0.051,0.063,0.07,0.105,0.123,0.121,0.114,0.112,0.079,0.048,0.031,0.017,0.011,0.004,0.004,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
