0.05501,0.002,0.032,0.094,0.19,0.298,0.216,0.136,0.032
0.05601,0.01,0.028,0.102,0.232,0.266,0.224,0.11,0.028
0.05701,0.002,0.022,0.138,0.196,0.278,0.206,0.11,0.048
0.05801,0.002,0.026,0.118,0.264,0.258,0.226,0.074,0.032
0.05901,0.004,0.032,0.08,0.242,0.258,0.262,0.088,0.034
0.06001,0.006,0.028,0.114,0.198,0.266,0.25,0.112,0.026
0.06101,0.004,0.028,0.126,0.21,0.258,0.236,0.106,0.032
0.06201,0.004,0.032,0.116,0.234,0.242,0.232,0.102,0.038
0.06301,0.002,0.026,0.1,0.236,0.264,0.232,0.116,0.024
0.06401,0.002,0.03,0.12,0.226,0.278,0.184,0.126,0.034
0.06501,0.006,0.03,0.116,0.226,0.32,0.196,0.072,0.034
0.06601,0.006,0.032,0.092,0.214,0.274,0.242,0.112,0.028
0.06701,0.006,0.032,0.096,0.224,0.306,0.206,0.094,0.036
0.06801,0.002,0.03,0.09,0.208,0.286,0.22,0.114,0.05
0.06901,0.004,0.038,0.108,0.234,0.262,0.232,0.1,0.022
0.07001,0.004,0.05,0.116,0.206,0.278,0.198,0.1,0.048
0.07101,0.0,0.042,0.112,0.234,0.24,0.234,0.104,0.034
0.07201,0.0,0.028,0.12,0.248,0.29,0.208,0.08,0.026
0.07301,0.006,0.028,0.11,0.212,0.292,0.212,0.098,0.042
0.07401,0.0,0.048,0.108,0.216,0.28,0.206,0.12,0.022
0.07501,0.002,0.028,0.102,0.262,0.276,0.198,0.1,0.032
0.07601,0.002,0.042,0.112,0.224,0.252,0.198,0.122,0.048
0.07701,0.006,0.014,0.09,0.224,0.278,0.242,0.116,0.03
0.07801,0.0,0.016,0.096,0.254,0.28,0.22,0.11,0.024
0.07901,0.0,0.028,0.106,0.232,0.238,0.246,0.124,0.026
0.08001,0.004,0.054,0.09,0.218,0.308,0.216,0.08,0.03
0.08101,0.006,0.024,0.09,0.23,0.26,0.266,0.092,0.032
0.08201,0.0,0.034,0.104,0.224,0.306,0.204,0.094,0.034
0.08301,0.0,0.034,0.118,0.26,0.254,0.186,0.102,0.046
0.08401,0.004,0.028,0.12,0.234,0.272,0.222,0.096,0.024
0.08501,0.0,0.026,0.116,0.206,0.302,0.204,0.116,0.03
0.08601,0.008,0.03,0.1,0.238,0.262,0.258,0.086,0.018
0.08701,0.006,0.044,0.088,0.214,0.308,0.198,0.106,0.036
0.08801,0.004,0.042,0.128,0.188,0.242,0.246,0.128,0.022
0.08901,0.0,0.028,0.1,0.268,0.252,0.21,0.098,0.044
0.09001,0.002,0.044,0.092,0.214,0.298,0.208,0.1,0.042
0.09101,0.004,0.024,0.104,0.228,0.308,0.198,0.096,0.038
0.09201,0.004,0.03,0.106,0.244,0.264,0.194,0.116,0.042
0.09301,0.002,0.046,0.114,0.204,0.304,0.216,0.088,0.026
0.09401,0.006,0.044,0.102,0.226,0.248,0.238,0.11,0.026
0.09501,0.006,0.036,0.106,0.222,0.282,0.22,0.096,0.032
0.09601,0.006,0.034,0.108,0.25,0.252,0.206,0.122,0.022
0.09701,0.008,0.028,0.122,0.276,0.252,0.186,0.094,0.034
0.09801,0.004,0.03,0.096,0.232,0.264,0.25,0.102,0.022
0.09901,0.0,0.054,0.132,0.21,0.274,0.2,0.096,0.034
0.10001,0.006,0.038,0.112,0.172,0.294,0.232,0.1,0.046
0.10101,0.004,0.046,0.13,0.196,0.27,0.222,0.116,0.016
0.10201,0.0,0.05,0.114,0.238,0.252,0.22,0.106,0.02
0.10301,0.0,0.022,0.106,0.23,0.284,0.216,0.106,0.036
0.10401,0.002,0.028,0.094,0.238,0.292,0.202,0.106,0.038
0.10501,0.0,0.036,0.096,0.204,0.298,0.23,0.11,0.026
0.10601,0.008,0.052,0.11,0.216,0.286,0.216,0.076,0.036
0.10701,0.0,0.032,0.094,0.21,0.286,0.222,0.116,0.04
0.10801,0.0,0.032,0.134,0.212,0.3,0.214,0.092,0.016
0.10901,0.004,0.02,0.118,0.218,0.278,0.222,0.1,0.04
0.11001,0.006,0.034,0.1,0.266,0.26,0.182,0.112,0.04
0.11101,0.002,0.036,0.092,0.256,0.256,0.214,0.1,0.044
0.11201,0.004,0.04,0.104,0.218,0.266,0.234,0.106,0.028
0.11301,0.008,0.04,0.078,0.218,0.32,0.198,0.11,0.028
0.11401,0.002,0.026,0.09,0.212,0.284,0.23,0.12,0.036
0.11501,0.0,0.046,0.09,0.228,0.294,0.202,0.114,0.026
0.11601,0.004,0.038,0.094,0.244,0.268,0.224,0.1,0.028
0.11701,0.0,0.038,0.09,0.234,0.306,0.174,0.13,0.028
0.11801,0.002,0.028,0.106,0.224,0.274,0.218,0.106,0.042
0.11901,0.01,0.028,0.096,0.204,0.27,0.238,0.12,0.034
0.12001,0.002,0.028,0.086,0.266,0.262,0.234,0.09,0.032
0.12101,0.006,0.034,0.094,0.206,0.268,0.248,0.116,0.028
0.12201,0.004,0.036,0.134,0.25,0.248,0.192,0.1,0.036
0.12301,0.002,0.032,0.102,0.248,0.254,0.21,0.116,0.036
0.12401,0.006,0.022,0.104,0.192,0.26,0.252,0.128,0.036
0.12501,0.01,0.032,0.108,0.226,0.258,0.232,0.1,0.034
0.12601,0.004,0.03,0.108,0.226,0.3,0.204,0.112,0.016
0.12701,0.006,0.03,0.094,0.23,0.268,0.23,0.112,0.03
0.12801,0.004,0.03,0.108,0.198,0.306,0.22,0.096,0.038
0.12901,0.0,0.042,0.102,0.242,0.292,0.208,0.074,0.04
0.13001,0.006,0.026,0.092,0.236,0.296,0.22,0.1,0.024
0.13101,0.012,0.032,0.116,0.232,0.278,0.208,0.098,0.024
0.13201,0.002,0.028,0.106,0.214,0.278,0.216,0.12,0.036
0.13301,0.002,0.042,0.102,0.232,0.274,0.194,0.128,0.026
0.13401,0.004,0.02,0.104,0.234,0.254,0.234,0.12,0.03
0.13501,0.0,0.034,0.08,0.216,0.296,0.238,0.104,0.032
0.13601,0.006,0.032,0.09,0.242,0.284,0.23,0.1,0.016
0.13701,0.004,0.042,0.104,0.208,0.29,0.204,0.114,0.034
0.13801,0.002,0.036,0.11,0.23,0.296,0.206,0.084,0.036
0.13901,0.01,0.044,0.098,0.23,0.296,0.22,0.07,0.032
0.14001,0.002,0.046,0.106,0.22,0.31,0.202,0.086,0.028
0.14101,0.004,0.056,0.12,0.232,0.238,0.208,0.104,0.038
0.14201,0.002,0.038,0.104,0.242,0.264,0.216,0.088,0.046
0.14301,0.006,0.036,0.122,0.21,0.266,0.228,0.1,0.032
0.14401,0.004,0.032,0.1,0.246,0.3,0.212,0.09,0.016
0.14501,0.006,0.018,0.084,0.258,0.298,0.2,0.106,0.03
0.14601,0.0,0.022,0.11,0.202,0.27,0.244,0.112,0.04
0.14701,0.002,0.03,0.112,0.194,0.276,0.224,0.13,0.032
0.14801,0.008,0.034,0.112,0.278,0.254,0.19,0.094,0.03
0.14901,0.002,0.028,0.096,0.25,0.288,0.222,0.084,0.03
0.15001,0.012,0.03,0.108,0.214,0.308,0.212,0.086,0.03
0.15101,0.004,0.04,0.082,0.248,0.306,0.206,0.086,0.028
0.15201,0.002,0.04,0.098,0.248,0.306,0.158,0.11,0.038
0.15301,0.002,0.04,0.116,0.256,0.284,0.18,0.094,0.028
0.15401,0.006,0.03,0.114,0.256,0.3,0.17,0.106,0.018
0.15501,0.008,0.042,0.08,0.208,0.3,0.212,0.104,0.046
0.15601,0.006,0.028,0.104,0.234,0.308,0.196,0.098,0.026
0.15701,0.006,0.044,0.09,0.23,0.254,0.22,0.122,0.034
0.15801,0.012,0.034,0.104,0.242,0.296,0.186,0.092,0.034
0.15901,0.002,0.032,0.096,0.192,0.322,0.228,0.106,0.022
0.16001,0.004,0.04,0.142,0.256,0.246,0.188,0.104,0.02
0.16101,0.0,0.032,0.104,0.286,0.274,0.192,0.094,0.018
0.16201,0.0,0.028,0.096,0.226,0.266,0.262,0.094,0.028
0.16301,0.004,0.042,0.112,0.21,0.272,0.192,0.118,0.05
0.16401,0.004,0.03,0.13,0.224,0.284,0.186,0.104,0.038
0.16501,0.0,0.044,0.096,0.26,0.288,0.194,0.094,0.024
0.16601,0.004,0.028,0.114,0.226,0.28,0.224,0.104,0.02
0.16701,0.002,0.036,0.114,0.212,0.262,0.24,0.102,0.032
0.16801,0.004,0.022,0.102,0.214,0.296,0.22,0.116,0.026
0.16901,0.008,0.042,0.11,0.206,0.262,0.224,0.112,0.036
0.17001,0.002,0.06,0.108,0.23,0.292,0.202,0.082,0.024
0.17101,0.004,0.034,0.138,0.23,0.278,0.204,0.096,0.016
0.17201,0.002,0.042,0.094,0.262,0.29,0.192,0.096,0.022
0.17301,0.008,0.03,0.096,0.246,0.29,0.208,0.102,0.02
0.17401,0.002,0.024,0.116,0.238,0.298,0.204,0.096,0.022
0.17501,0.002,0.038,0.116,0.232,0.244,0.226,0.104,0.038
0.17601,0.004,0.042,0.12,0.218,0.264,0.236,0.084,0.032
0.17701,0.004,0.036,0.116,0.27,0.274,0.192,0.076,0.032
0.17801,0.006,0.038,0.102,0.218,0.326,0.204,0.084,0.022
0.17901,0.008,0.016,0.102,0.228,0.316,0.198,0.098,0.034
0.18001,0.01,0.032,0.092,0.256,0.268,0.212,0.09,0.04
0.18101,0.012,0.05,0.11,0.218,0.264,0.206,0.114,0.026
0.18201,0.008,0.026,0.082,0.258,0.294,0.186,0.108,0.038
0.18301,0.008,0.026,0.112,0.268,0.26,0.212,0.076,0.038
0.18401,0.0,0.034,0.094,0.234,0.3,0.236,0.07,0.032
0.18501,0.0,0.054,0.094,0.244,0.258,0.2,0.118,0.032
0.18601,0.01,0.026,0.114,0.224,0.3,0.202,0.104,0.02
0.18701,0.004,0.036,0.122,0.224,0.26,0.23,0.1,0.024
0.18801,0.004,0.03,0.126,0.21,0.26,0.214,0.114,0.042
0.18901,0.004,0.046,0.09,0.24,0.31,0.202,0.088,0.02
0.19001,0.01,0.038,0.072,0.214,0.27,0.256,0.114,0.026
0.19101,0.006,0.028,0.09,0.246,0.26,0.236,0.102,0.032
0.19201,0.002,0.036,0.122,0.226,0.278,0.23,0.084,0.022
0.19301,0.006,0.04,0.124,0.176,0.28,0.254,0.078,0.042
0.19401,0.0,0.046,0.1,0.238,0.264,0.232,0.084,0.036
0.19501,0.004,0.044,0.092,0.238,0.274,0.202,0.114,0.032
0.19601,0.004,0.032,0.098,0.248,0.284,0.226,0.094,0.014
0.19701,0.008,0.026,0.09,0.218,0.288,0.242,0.104,0.024
0.19801,0.004,0.022,0.086,0.246,0.284,0.248,0.09,0.02
0.19901,0.0,0.036,0.11,0.248,0.272,0.22,0.088,0.026
0.20001,0.002,0.036,0.11,0.218,0.288,0.22,0.098,0.028
0.20101,0.006,0.036,0.112,0.238,0.292,0.208,0.092,0.016
0.20201,0.01,0.036,0.108,0.258,0.314,0.164,0.088,0.022
0.20301,0.006,0.048,0.108,0.216,0.264,0.214,0.112,0.032
0.20401,0.002,0.026,0.112,0.266,0.29,0.2,0.09,0.014
0.20501,0.004,0.036,0.118,0.218,0.3,0.216,0.084,0.024
0.20601,0.002,0.026,0.118,0.222,0.266,0.232,0.112,0.022
0.20701,0.004,0.036,0.094,0.27,0.274,0.208,0.09,0.024
0.20801,0.006,0.042,0.114,0.244,0.274,0.192,0.1,0.028
0.20901,0.004,0.034,0.15,0.204,0.27,0.208,0.104,0.026
0.21001,0.004,0.032,0.128,0.266,0.26,0.194,0.092,0.024
0.21101,0.006,0.044,0.136,0.252,0.288,0.186,0.064,0.024
0.21201,0.002,0.052,0.112,0.226,0.278,0.198,0.102,0.03
0.21301,0.008,0.048,0.096,0.216,0.308,0.192,0.098,0.034
0.21401,0.002,0.048,0.116,0.258,0.264,0.208,0.09,0.014
0.21501,0.012,0.052,0.08,0.264,0.244,0.208,0.11,0.03
0.21601,0.008,0.054,0.126,0.242,0.254,0.2,0.09,0.026
0.21701,0.002,0.03,0.116,0.218,0.298,0.216,0.104,0.016
0.21801,0.002,0.036,0.126,0.236,0.278,0.198,0.102,0.022
0.21901,0.002,0.038,0.098,0.23,0.266,0.212,0.118,0.036
0.22001,0.004,0.022,0.122,0.204,0.302,0.212,0.118,0.016
0.22101,0.002,0.042,0.104,0.286,0.266,0.206,0.07,0.024
0.22201,0.008,0.03,0.104,0.218,0.286,0.222,0.096,0.036
0.22301,0.004,0.042,0.11,0.236,0.278,0.212,0.092,0.026
0.22401,0.008,0.028,0.09,0.258,0.288,0.2,0.114,0.014
0.22501,0.004,0.024,0.116,0.218,0.296,0.222,0.096,0.024
0.22601,0.006,0.02,0.11,0.236,0.294,0.214,0.084,0.036
0.22701,0.004,0.032,0.104,0.228,0.284,0.212,0.114,0.022
0.22801,0.008,0.05,0.118,0.22,0.286,0.196,0.092,0.03
0.22901,0.006,0.04,0.114,0.278,0.28,0.182,0.068,0.032
0.23001,0.004,0.04,0.074,0.206,0.316,0.242,0.098,0.02
0.23101,0.006,0.024,0.1,0.226,0.328,0.188,0.11,0.018
0.23201,0.006,0.038,0.112,0.214,0.27,0.218,0.1,0.042
0.23301,0.008,0.042,0.092,0.246,0.266,0.214,0.108,0.024
0.23401,0.01,0.048,0.094,0.282,0.258,0.198,0.074,0.036
0.23501,0.012,0.046,0.112,0.234,0.294,0.194,0.08,0.028
0.23601,0.006,0.032,0.102,0.222,0.312,0.21,0.088,0.028
0.23701,0.01,0.046,0.082,0.224,0.314,0.196,0.102,0.026
0.23801,0.002,0.03,0.094,0.21,0.298,0.232,0.114,0.02
0.23901,0.008,0.02,0.122,0.244,0.3,0.192,0.082,0.032
0.24001,0.006,0.048,0.116,0.22,0.242,0.24,0.104,0.024
0.24101,0.008,0.042,0.09,0.216,0.31,0.188,0.108,0.038
0.24201,0.004,0.032,0.086,0.216,0.33,0.194,0.106,0.032
0.24301,0.004,0.03,0.088,0.27,0.306,0.186,0.088,0.028
0.24401,0.004,0.026,0.084,0.232,0.292,0.222,0.112,0.028
0.24501,0.002,0.028,0.104,0.222,0.278,0.222,0.11,0.034
0.24601,0.004,0.038,0.126,0.214,0.286,0.208,0.1,0.024
0.24701,0.006,0.05,0.102,0.232,0.248,0.236,0.102,0.024
0.24801,0.002,0.04,0.1,0.23,0.34,0.196,0.066,0.026
0.24901,0.008,0.04,0.098,0.218,0.3,0.222,0.082,0.032
0.25001,0.004,0.04,0.098,0.284,0.232,0.232,0.086,0.024
0.25101,0.002,0.054,0.13,0.23,0.238,0.22,0.098,0.028
0.25201,0.012,0.034,0.112,0.25,0.286,0.19,0.082,0.034
0.25301,0.002,0.034,0.096,0.24,0.254,0.224,0.098,0.052
0.25401,0.004,0.04,0.11,0.238,0.25,0.226,0.11,0.022
0.25501,0.004,0.038,0.11,0.216,0.262,0.23,0.11,0.03
0.25601,0.0,0.044,0.092,0.196,0.276,0.248,0.114,0.03
0.25701,0.0,0.034,0.106,0.224,0.268,0.238,0.086,0.044
0.25801,0.006,0.034,0.128,0.252,0.268,0.184,0.09,0.038
0.25901,0.008,0.026,0.132,0.232,0.29,0.202,0.082,0.028
0.26001,0.004,0.018,0.098,0.236,0.278,0.244,0.09,0.032
0.26101,0.012,0.044,0.112,0.268,0.288,0.2,0.062,0.014
0.26201,0.014,0.04,0.122,0.248,0.282,0.19,0.076,0.028
0.26301,0.0,0.042,0.104,0.194,0.334,0.19,0.096,0.04
0.26401,0.006,0.042,0.114,0.236,0.294,0.194,0.092,0.022
0.26501,0.006,0.03,0.088,0.258,0.31,0.206,0.072,0.03
0.26601,0.004,0.026,0.108,0.252,0.278,0.214,0.086,0.032
0.26701,0.004,0.03,0.12,0.236,0.31,0.21,0.064,0.026
0.26801,0.016,0.04,0.102,0.224,0.268,0.21,0.11,0.03
0.26901,0.008,0.034,0.078,0.222,0.306,0.218,0.114,0.02
0.27001,0.002,0.048,0.126,0.2,0.286,0.216,0.094,0.028
0.27101,0.002,0.044,0.122,0.262,0.264,0.2,0.094,0.012
0.27201,0.006,0.038,0.112,0.262,0.262,0.202,0.09,0.028
0.27301,0.008,0.046,0.118,0.246,0.322,0.164,0.082,0.014
0.27401,0.002,0.058,0.122,0.27,0.256,0.192,0.08,0.02
0.27501,0.0,0.036,0.104,0.24,0.244,0.242,0.116,0.018
0.27601,0.006,0.024,0.114,0.236,0.296,0.208,0.086,0.03
0.27701,0.002,0.038,0.13,0.236,0.268,0.224,0.08,0.022
0.27801,0.002,0.042,0.106,0.254,0.278,0.212,0.086,0.02
0.27901,0.004,0.046,0.106,0.172,0.314,0.218,0.106,0.034
0.28001,0.002,0.038,0.082,0.232,0.28,0.244,0.1,0.022
0.28101,0.004,0.042,0.092,0.274,0.278,0.206,0.082,0.022
0.28201,0.002,0.046,0.128,0.228,0.258,0.226,0.088,0.024
0.28301,0.002,0.052,0.11,0.26,0.27,0.21,0.068,0.028
0.28401,0.006,0.04,0.122,0.23,0.26,0.23,0.098,0.014
0.28501,0.01,0.056,0.102,0.244,0.27,0.186,0.094,0.038
0.28601,0.002,0.054,0.102,0.212,0.3,0.208,0.09,0.032
0.28701,0.008,0.054,0.094,0.238,0.282,0.186,0.11,0.028
0.28801,0.008,0.044,0.112,0.26,0.32,0.162,0.074,0.02
0.28901,0.008,0.044,0.104,0.244,0.302,0.198,0.078,0.022
0.29001,0.002,0.034,0.106,0.224,0.322,0.222,0.064,0.026
0.29101,0.004,0.046,0.1,0.248,0.28,0.186,0.104,0.032
0.29201,0.004,0.036,0.09,0.256,0.32,0.2,0.07,0.024
0.29301,0.008,0.048,0.092,0.264,0.286,0.174,0.112,0.016
0.29401,0.012,0.036,0.086,0.23,0.29,0.23,0.1,0.016
0.29501,0.002,0.04,0.102,0.25,0.3,0.194,0.096,0.016
0.29601,0.008,0.034,0.13,0.226,0.258,0.214,0.098,0.032
0.29701,0.004,0.036,0.104,0.246,0.292,0.21,0.086,0.022
0.29801,0.008,0.046,0.11,0.286,0.242,0.194,0.092,0.022
0.29901,0.012,0.032,0.112,0.226,0.278,0.206,0.108,0.026
0.30001,0.016,0.042,0.116,0.206,0.284,0.226,0.086,0.024
0.30101,0.002,0.024,0.112,0.286,0.314,0.174,0.066,0.022
0.30201,0.004,0.042,0.122,0.254,0.276,0.186,0.094,0.022
0.30301,0.004,0.034,0.094,0.192,0.318,0.238,0.094,0.026
0.30401,0.002,0.054,0.096,0.258,0.28,0.208,0.086,0.016
0.30501,0.014,0.048,0.138,0.212,0.274,0.212,0.076,0.026
0.30601,0.008,0.024,0.114,0.224,0.29,0.232,0.088,0.02
0.30701,0.0,0.026,0.118,0.268,0.32,0.192,0.058,0.018
0.30801,0.008,0.056,0.096,0.242,0.252,0.204,0.11,0.032
0.30901,0.0,0.042,0.1,0.25,0.298,0.184,0.104,0.022
0.31001,0.002,0.042,0.09,0.232,0.282,0.232,0.076,0.044
0.31101,0.004,0.052,0.118,0.238,0.308,0.184,0.078,0.018
0.31201,0.004,0.038,0.148,0.242,0.31,0.174,0.064,0.02
0.31301,0.004,0.038,0.116,0.244,0.282,0.202,0.086,0.028
0.31401,0.004,0.028,0.084,0.262,0.31,0.21,0.084,0.018
0.31501,0.006,0.032,0.084,0.23,0.354,0.192,0.08,0.022
0.31601,0.004,0.018,0.096,0.25,0.304,0.212,0.08,0.036
0.31701,0.012,0.042,0.106,0.276,0.24,0.226,0.07,0.028
0.31801,0.002,0.028,0.11,0.25,0.28,0.176,0.112,0.042
0.31901,0.014,0.048,0.1,0.228,0.262,0.212,0.114,0.022
0.32001,0.002,0.052,0.096,0.258,0.294,0.192,0.076,0.03
0.32101,0.008,0.058,0.108,0.186,0.322,0.204,0.084,0.03
0.32201,0.004,0.03,0.114,0.22,0.288,0.222,0.092,0.03
0.32301,0.008,0.028,0.09,0.22,0.314,0.23,0.084,0.026
0.32401,0.004,0.042,0.088,0.252,0.288,0.194,0.108,0.024
0.32501,0.002,0.032,0.088,0.228,0.324,0.228,0.07,0.028
0.32601,0.0,0.048,0.12,0.274,0.268,0.202,0.066,0.022
0.32701,0.012,0.054,0.098,0.23,0.31,0.18,0.092,0.024
0.32801,0.004,0.044,0.092,0.254,0.31,0.188,0.086,0.022
0.32901,0.004,0.058,0.104,0.252,0.274,0.19,0.092,0.026
0.33001,0.004,0.034,0.106,0.28,0.256,0.19,0.108,0.022
0.33101,0.008,0.022,0.1,0.206,0.302,0.234,0.11,0.018
0.33201,0.004,0.056,0.084,0.218,0.328,0.182,0.098,0.03
0.33301,0.004,0.064,0.12,0.228,0.292,0.2,0.072,0.02
0.33401,0.002,0.04,0.11,0.258,0.246,0.198,0.1,0.046
0.33501,0.004,0.06,0.092,0.288,0.312,0.17,0.064,0.01
0.33601,0.002,0.026,0.076,0.23,0.336,0.204,0.104,0.022
0.33701,0.006,0.028,0.11,0.27,0.29,0.198,0.068,0.03
0.33801,0.006,0.032,0.114,0.25,0.276,0.204,0.082,0.036
0.33901,0.006,0.026,0.12,0.224,0.312,0.192,0.082,0.038
0.34001,0.006,0.04,0.084,0.254,0.334,0.184,0.084,0.014
0.34101,0.002,0.034,0.084,0.24,0.302,0.244,0.068,0.026
0.34201,0.004,0.03,0.1,0.212,0.268,0.246,0.114,0.026
0.34301,0.006,0.058,0.12,0.228,0.266,0.206,0.09,0.026
0.34401,0.008,0.03,0.08,0.288,0.286,0.228,0.066,0.014
0.34501,0.004,0.036,0.12,0.218,0.324,0.176,0.088,0.034
0.34601,0.01,0.042,0.114,0.304,0.284,0.192,0.046,0.008
0.34701,0.016,0.058,0.102,0.23,0.294,0.19,0.084,0.026
0.34801,0.016,0.052,0.096,0.24,0.288,0.192,0.104,0.012
0.34901,0.006,0.044,0.098,0.24,0.312,0.188,0.086,0.026
0.35001,0.002,0.056,0.098,0.232,0.302,0.216,0.074,0.02
0.35101,0.012,0.056,0.094,0.218,0.322,0.208,0.068,0.022
0.35201,0.0,0.042,0.118,0.252,0.272,0.206,0.086,0.024
0.35301,0.004,0.054,0.136,0.262,0.254,0.196,0.076,0.018
0.35401,0.004,0.028,0.11,0.27,0.29,0.184,0.096,0.018
0.35501,0.006,0.044,0.096,0.242,0.31,0.206,0.08,0.016
0.35601,0.008,0.05,0.116,0.266,0.27,0.194,0.068,0.028
0.35701,0.008,0.052,0.114,0.26,0.246,0.198,0.1,0.022
0.35801,0.01,0.04,0.092,0.288,0.284,0.198,0.072,0.016
0.35901,0.008,0.05,0.102,0.242,0.288,0.216,0.078,0.016
0.36001,0.004,0.054,0.13,0.228,0.28,0.204,0.076,0.024
0.36101,0.01,0.042,0.122,0.258,0.284,0.202,0.07,0.012
0.36201,0.004,0.036,0.098,0.258,0.34,0.182,0.058,0.024
0.36301,0.008,0.056,0.108,0.23,0.32,0.178,0.066,0.034
0.36401,0.01,0.056,0.094,0.228,0.306,0.204,0.078,0.024
0.36501,0.014,0.038,0.116,0.24,0.272,0.22,0.088,0.012
0.36601,0.02,0.06,0.114,0.24,0.304,0.194,0.056,0.012
0.36701,0.006,0.04,0.112,0.266,0.29,0.176,0.08,0.03
0.36801,0.012,0.064,0.094,0.256,0.242,0.22,0.076,0.036
0.36901,0.008,0.02,0.128,0.262,0.298,0.184,0.078,0.022
0.37001,0.01,0.032,0.118,0.206,0.32,0.19,0.098,0.026
0.37101,0.01,0.056,0.098,0.26,0.258,0.192,0.098,0.028
0.37201,0.014,0.068,0.082,0.27,0.278,0.178,0.092,0.018
0.37301,0.014,0.04,0.08,0.248,0.33,0.21,0.068,0.01
0.37401,0.01,0.056,0.106,0.246,0.318,0.168,0.07,0.026
0.37501,0.004,0.042,0.114,0.276,0.248,0.192,0.096,0.028
0.37601,0.026,0.074,0.124,0.22,0.244,0.204,0.08,0.028
0.37701,0.006,0.046,0.09,0.234,0.262,0.25,0.098,0.014
0.37801,0.008,0.028,0.102,0.28,0.26,0.196,0.104,0.022
